sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
f;servicio;peluqueria;palenque;2;7;2018-09-24;7000000;microempresarial
f;comercio;variedades;buenos aires;3;9;2018-09-20;4600000;microempresarial
f;comercio;tienda;villatina;1;8;2019-05-27;7500000;microempresarial
m;agropecuaria;variedades;buenos aires;2;9;2018-04-19;7800000;microempresarial
f;servicio;peluqueria;llanaditas;2;8;2017-09-01;4400000;microempresarial
m;industria;fabrica de;santo domingo savio ;1;1;2018-05-29;7800000;microempresarial
m;comercio;tienda;buenos aires;3;9;2018-05-25;4000000;microempresarial
f;comercio;drogueria;buenos aires;3;9;2018-10-24;7800000;microempresarial
f;comercio;tienda;andalucia;2;2;2018-03-13;6000000;microempresarial
f;industria;fabrica de;picacho;1;6;2017-06-12;7000000;microempresarial
m;comercio;almacen de ropa en;aranjuez;1;4;2017-02-06;7370000;microempresarial
f;comercio;restaurante;la sierra;1;8;2017-10-18;2500000;microempresarial
m;industria;fabrica de;barrio caicedo;2;9;2016-07-11;5500000;microempresarial
f;comercio;tienda de helados;robledo;3;7;2018-07-18;7800000;microempresarial
m;comercio;variedades;francisco antonio zea;3;5;2018-05-17;7000000;microempresarial
f;comercio;tienda;barrio caicedo;1;9;2017-08-24;7000000;microempresarial
f;comercio;taller de mecanica;robledo;2;7;2017-12-14;5000000;microempresarial
m;comercio;variedades;castilla;2;5;2017-04-17;7377000;microempresarial
f;industria;fabrica de;manrique central no. 1;2;4;2018-02-06;7300000;microempresarial
m;comercio;comidas rapidas;castilla;2;5;2018-12-21;4000000;microempresarial
f;industria;fabrica de;campo valdes no. 1;3;4;2017-06-15;7000000;microempresarial
f;comercio;variedades;campo valdes no. 2;3;3;2018-09-20;7800000;microempresarial
m;comercio;variedades;buenos aires;3;9;2016-10-11;3000000;microempresarial
f;comercio;cerrajeria;pedregal;1;6;2018-07-05;4000000;microempresarial
f;comercio;legumbreria;robledo;1;7;2017-11-09;4000000;microempresarial
f;comercio;panaderia;cabecera san cristobal;3;60;2018-09-24;6000000;microempresarial
m;servicio;restaurante;manrique central no. 1;2;4;2017-08-11;7000000;microempresarial
f;comercio;comidas rapidas;robledo;2;7;2018-10-29;7800000;microempresarial
f;comercio;tienda;cabecera san antonio ;2;80;2019-06-10;8200000;microempresarial
f;servicio;peluqueria;santa elena central;1;90;2019-05-31;8200000;microempresarial
m;comercio;variedades;la floresta;3;12;2016-05-02;6890000;microempresarial
m;comercio;restaurante;robledo;2;7;2016-10-07;4000000;microempresarial
f;comercio;distribuidora de;san javier no.1;2;13;2016-12-22;5000000;microempresarial
f;comercio;restaurante;castilla;3;5;2019-03-07;8200000;microempresarial
m;servicio;recreativo educativo;popular;2;1;2017-10-24;7300000;microempresarial
f;comercio;almacen de ropa en;manrique central no. 2;2;3;2016-11-23;6890000;microempresarial
m;industria;taller de electronica;campo valdes no. 1;3;4;2017-06-27;6000000;microempresarial
m;servicio;tienda;alfonso lopez;3;5;2019-02-27;6500000;microempresarial
m;comercio;comidas rapidas;san jose de la cima no.;2;3;2018-04-04;5000000;microempresarial
m;servicio;barberia;girardot;3;5;2016-05-10;6800000;microempresarial
m;comercio;variedades;santa cruz;2;2;2017-09-27;7000000;microempresarial
m;comercio;restaurante;castilla;3;5;2017-04-28;7377000;microempresarial
f;comercio;comidas rapidas;popular;2;1;2018-09-21;800000;microempresarial
f;comercio;papeleria;belen;3;16;2018-07-11;5500000;microempresarial
f;comercio;charcuteria;manrique central no. 2;2;3;2016-11-25;6890000;microempresarial
f;industria;fabrica de;manrique central no. 2;3;3;2018-05-31;7000000;microempresarial
f;comercio;variedades;la libertad;2;8;2019-05-24;8281000;microempresarial
f;comercio;comidas rapidas;el vergel;3;80;2017-07-26;5000000;microempresarial
f;comercio;tienda;castilla;3;5;2017-12-14;6000000;microempresarial
m;comercio;comidas rapidas;barrio caicedo;3;9;2018-02-02;6500000;microempresarial
m;comercio;comidas rapidas;manrique central no. 1;2;4;2017-10-11;4400000;microempresarial
f;comercio;charcuteria;robledo;2;7;2016-11-02;6000000;microempresarial
f;industria;fabrica de;robledo;2;7;2016-02-25;6500000;microempresarial
f;industria;fabrica de;las violetas;2;16;2017-11-07;3000000;microempresarial
m;servicio;organización y;pedregal;2;6;2017-03-24;1500000;microempresarial
f;servicio;cafeteria;aranjuez;1;4;2018-03-08;1200000;microempresarial
f;comercio;variedades;castilla;2;5;2018-02-14;4000000;microempresarial
m;comercio;variedades;belen;3;16;2017-02-03;7000000;microempresarial
f;comercio;fabrica de;aranjuez;3;4;2017-05-19;5000000;microempresarial
f;industria;fabrica de repuestos;juan pablo ii;2;9;2017-01-31;3000000;microempresarial
f;comercio;tienda;prado;3;10;2017-07-12;7000000;microempresarial
f;comercio;tienda;picacho;1;6;2016-11-10;6890000;microempresarial
f;industria;fabrica de;pablo vi;2;2;2016-11-30;6890000;microempresarial
f;comercio;variedades;santander;2;6;2018-05-22;7000000;microempresarial
m;industria;fabrica de alimentos;robledo;2;7;2018-03-01;7800000;microempresarial
f;comercio;tienda;buenos aires;1;9;2017-10-11;5000000;microempresarial
f;comercio;tienda;belen;3;16;2019-03-12;7000000;microempresarial
f;comercio;deposito de;manrique central no. 1;3;4;2017-08-10;7300000;microempresarial
f;comercio;variedades;doce de octubre no.1;2;6;2018-02-14;7800000;microempresarial
f;comercio;fabrica de alimentos;castilla;3;5;2017-06-08;4000000;microempresarial
f;comercio;comidas rapidas;enciso;1;8;2018-06-27;7000000;microempresarial
f;comercio;restaurante;santa cruz;2;2;2018-02-05;7800000;microempresarial
m;comercio;mantenimiento en;calasanz;3;12;2018-11-30;7800000;microempresarial
f;comercio;variedades;barrio caicedo;2;9;2017-09-04;7000000;microempresarial
f;industria;fabrica de;manrique central no. 2;2;3;2016-02-23;6000000;microempresarial
f;servicio;mantenimiento en;aranjuez;3;4;2016-04-14;2000000;microempresarial
m;industria;fabrica de calzado;robledo;2;7;2017-07-26;3000000;microempresarial
f;comercio;comidas rapidas;alfonso lopez;1;5;2017-11-30;1000000;microempresarial
m;comercio;tienda;buenos aires;2;9;2018-04-12;7800000;microempresarial
f;comercio;comidas rapidas;manrique central no. 1;3;4;2017-04-19;4500000;microempresarial
f;comercio;variedades;santo domingo savio ;1;1;2018-05-29;7800000;microempresarial
f;comercio;distribuidora de;aranjuez;2;4;2018-08-13;4500000;microempresarial
f;comercio;restaurante;picachito;1;6;2019-06-21;8281000;microempresarial
f;servicio;variedades;robledo;1;7;2019-01-15;3000000;microempresarial
f;comercio;comidas rapidas;popular;2;1;2017-02-20;3000000;microempresarial
m;comercio;variedades;san javier no.1;1;13;2018-05-04;6000000;microempresarial
f;comercio;variedades;la milagrosa;3;9;2016-08-22;6890000;microempresarial
f;comercio;variedades;buenos aires;2;9;2019-04-26;6000000;microempresarial
f;industria;fabrica de;aranjuez;2;4;2016-03-10;6000000;microempresarial
m;comercio;variedades;santo domingo savio ;1;1;2018-08-14;7800000;microempresarial
f;servicio;peluqueria;la francia;2;80;2016-10-31;6890000;microempresarial
f;comercio;papeleria;buenos aires;3;9;2017-06-09;5000000;microempresarial
f;comercio;fabrica de;bel¿n;3;16;2016-01-14;3000000;microempresarial
f;industria;fabrica de;la milagrosa;3;9;2019-05-28;8200000;microempresarial
f;comercio;comidas rapidas;santa cruz;1;2;2016-08-19;4000000;microempresarial
f;servicio;peluqueria;barrio caicedo;2;9;2017-02-23;7000000;microempresarial
f;industria;fabrica de;villa hermosa;2;9;2019-01-31;8200000;microempresarial
f;industria;fabrica de ceramica;robledo;1;7;2016-06-09;6890000;microempresarial
m;industria;fabrica de;campo valdes no. 1;3;4;2018-04-09;2000000;microempresarial
f;comercio;variedades;zona expansion san ;2;80;2018-06-15;7000000;microempresarial
f;comercio;fabrica de;san javier no.1;1;13;2016-08-11;6800000;microempresarial
m;comercio;restaurante;doce de octubre no.1;2;6;2017-05-12;4000000;microempresarial
f;comercio;variedades;belen;3;16;2017-06-28;7000000;microempresarial
f;industria;fabrica de calzado;castilla;2;5;2017-07-21;7000000;microempresarial
f;comercio;tienda;belen;2;16;2017-07-27;7000000;microempresarial
f;comercio;variedades;pedregal;3;6;2018-06-18;7800000;microempresarial
f;comercio;variedades;13 de noviembre;1;8;2016-03-17;5000000;microempresarial
f;comercio;variedades;miranda;2;4;2019-01-09;3000000;microempresarial
m;servicio;mantenimiento en;robledo;3;7;2019-02-08;2000000;microempresarial
f;industria;fabrica de;san javier no.1;3;13;2017-05-17;70000000;microempresarial
m;comercio;variedades;popular;2;1;2017-12-01;7300000;microempresarial
m;industria;fabrica de calzado;pedregal;3;6;2018-10-25;7800000;microempresarial
f;comercio;comidas rapidas;metropolitano;2;13;2017-03-10;6000000;microempresarial
f;industria;fabrica de alimentos;cabecera san antonio ;3;80;2017-07-27;6000000;microempresarial
f;agropecuaria;sembrados;cabecera san cristobal;2;60;2018-11-23;1000000;microempresarial
f;comercio;almacen de ropa en;campo valdes no. 1;3;4;2018-07-26;3000000;microempresarial
m;comercio;fabrica de muebles;san diego;3;10;2016-01-25;4000000;microempresarial
f;comercio;almacen de ropa en;belen;2;16;2017-07-26;5000000;microempresarial
m;comercio;variedades;robledo;1;7;2017-10-18;7370000;microempresarial
f;industria;fabrica de;aranjuez;3;4;2018-06-28;3000000;microempresarial
f;servicio;fabrica de;guayabal;3;15;2019-06-25;5000000;microempresarial
f;comercio;miscelanea;manrique central no. 2;2;3;2017-06-28;7000000;microempresarial
m;comercio;fabrica de repuestos;belen;3;16;2017-03-24;23000000;empresarial ed.
m;comercio;tienda;picacho;1;6;2017-06-06;7300000;microempresarial
m;industria;fabrica de;la francia;2;2;2016-06-13;6000000;microempresarial
m;industria;fabrica de;moravia;2;4;2018-08-06;7000000;microempresarial
f;comercio;peluqueria;santo domingo savio ;2;1;2018-12-05;5000000;microempresarial
m;comercio;taller de mecanica;cabecera san antonio ;2;80;2018-02-05;6000000;microempresarial
f;comercio;variedades;manrique central no. 2;1;3;2018-04-04;7800000;microempresarial
f;comercio;tienda;el salvador;3;9;2017-09-06;2000000;microempresarial
m;comercio;charcuteria;robledo;3;7;2017-11-20;7370000;microempresarial
f;comercio;almacen de ropa en;campo valdes no. 1;2;4;2019-01-22;8280000;microempresarial
f;comercio;tienda;castilla;3;5;2018-02-14;7800000;microempresarial
m;industria;fabrica de calzado;belencito;2;13;2017-09-12;4000000;microempresarial
m;comercio;distribuidora de;20 de julio;1;13;2018-02-16;7800000;microempresarial
f;comercio;variedades;santo domingo savio ;2;1;2018-06-14;6000000;microempresarial
f;servicio;restaurante;doce de octubre no.1;1;6;2018-02-08;5000000;microempresarial
f;industria;fabrica de repuestos;buenos aires;3;9;2017-04-26;7300000;microempresarial
m;industria;fabrica de;juan xxiii la quiebra;2;13;2018-05-10;4000000;microempresarial
f;servicio;peluqueria;cabecera san cristobal;2;60;2019-03-21;4000000;microempresarial
m;servicio;recreativo educativo;santa rosa de lima;3;13;2019-04-11;4500000;microempresarial
m;comercio;tienda;boston;3;10;2017-09-05;7000000;microempresarial
f;comercio;variedades;manrique central no. 1;2;4;2018-11-14;7000000;microempresarial
f;comercio;almacen de ropa en;santander;2;6;2016-08-17;4000000;microempresarial
f;comercio;tienda;santo domingo savio ;1;1;2017-06-30;5000000;microempresarial
f;industria;fabrica de;carpinelo;1;1;2017-07-28;2500000;microempresarial
f;industria;fabrica de;robledo;1;7;2018-08-02;4700000;microempresarial
m;comercio;fabrica de helados;aranjuez;3;4;2018-10-11;5000000;microempresarial
f;industria;fabrica de;pedregal;3;6;2016-10-10;4800000;microempresarial
f;servicio;ebanistaria;robledo;1;7;2018-02-12;7000000;microempresarial
f;comercio;variedades;manrique central no. 2;2;3;2017-08-30;7377000;microempresarial
f;industria;fabrica de alimentos;belen;3;16;2016-09-20;6800000;microempresarial
f;comercio;tienda de helados;manrique oriental;2;4;2019-01-23;5000000;microempresarial
m;comercio;granero;boyaca;3;5;2017-09-01;7300000;microempresarial
f;servicio;peluqueria;aranjuez;2;4;2018-09-14;7812000;microempresarial
f;comercio;miscelanea;moravia;2;4;2018-06-12;1500000;microempresarial
f;industria;fabrica de;la sierra;1;8;2018-11-28;800000;microempresarial
f;industria;fabrica de;santo domingo savio ;1;1;2018-02-20;7800000;microempresarial
m;comercio;distribuidora de;robledo;3;7;2017-05-05;7300000;microempresarial
f;comercio;comidas rapidas;san javier no.1;2;13;2018-04-27;3000000;microempresarial
f;comercio;almacen de ropa en;enciso;2;8;2016-09-02;6000000;microempresarial
f;industria;fabrica de;manrique central no. 1;1;4;2018-07-05;7800000;microempresarial
f;comercio;almacen de ropa en;toscana;3;5;2017-07-10;7377000;microempresarial
f;industria;miscelanea;santander;1;6;2018-06-22;2000000;microempresarial
f;comercio;restaurante;robledo;2;7;2017-04-25;7377000;microempresarial
f;comercio;tienda;robledo;2;9;2017-05-09;1500000;microempresarial
m;comercio;restaurante;santo domingo savio ;1;1;2019-06-10;4000000;credioportuno
m;comercio;variedades;moravia;1;4;2019-05-09;2700000;microempresarial
m;servicio;peluqueria;campo valdes no. 1;3;4;2017-06-07;7377000;microempresarial
m;industria;reciclaje;robledo;2;7;2017-09-29;1000000;microempresarial
f;comercio;peluqueria;castilla;2;5;2018-02-13;7000000;microempresarial
m;comercio;comidas rapidas;florencia;3;5;2018-05-10;3000000;microempresarial
f;comercio;comidas rapidas;robledo;3;7;2016-12-22;6890000;microempresarial
f;comercio;comidas rapidas;picacho;1;6;2018-12-14;7000000;microempresarial
f;industria;fabrica de;la floresta;2;12;2018-04-25;7000000;microempresarial
m;servicio;cafe e internet;manrique central no. 1;3;4;2017-08-22;6000000;microempresarial
f;industria;fabrica de repuestos;juan pablo ii;2;9;2018-05-30;7800000;microempresarial
f;comercio;almacen de ropa en;la pradera;3;13;2017-07-10;7000000;microempresarial
f;industria;fabrica de calzado;castilla;2;5;2017-07-31;7000000;microempresarial
m;comercio;peluqueria;granizal;2;1;2018-03-02;5000000;microempresarial
f;industria;fotografia;pedregal;3;6;2017-10-30;7377000;microempresarial
f;comercio;variedades;belen;3;16;2018-02-15;3000000;microempresarial
m;comercio;variedades;robledo;3;7;2017-01-18;6890000;microempresarial
f;comercio;cafe e internet;santo domingo savio ;2;1;2018-02-07;6000000;microempresarial
f;comercio;almacen de ropa en;manrique central no. 1;1;4;2018-02-26;3000000;microempresarial
f;industria;fabrica de;la isla;2;4;2019-03-27;3000000;microempresarial
m;comercio;variedades;robledo;2;7;2018-10-26;7800000;microempresarial
m;comercio;variedades;doce de octubre no.1;2;6;2017-08-11;4000000;microempresarial
f;comercio;variedades;castilla;3;5;2018-06-06;7000000;microempresarial
m;comercio;comidas rapidas;aranjuez;1;4;2018-10-24;1500000;microempresarial
f;comercio;organización y;santander;2;6;2016-09-01;3000000;microempresarial
m;servicio;ebanistaria;manrique central no. 2;3;3;2019-04-04;7000000;microempresarial
f;comercio;variedades;manrique central no. 2;1;3;2018-04-11;4000000;microempresarial
f;industria;fabrica de;san javier no.1;2;13;2017-12-06;4000000;microempresarial
f;comercio;almacen de ropa en;aranjuez;3;4;2017-03-09;7377000;microempresarial
m;servicio;comidas rapidas;santo domingo savio ;1;1;2016-05-03;1000000;microempresarial
f;servicio;taller de mecanica;manrique central no. 2;1;3;2018-05-31;7812000;microempresarial
m;industria;variedades;manrique central no. 2;2;3;2017-04-21;6000000;microempresarial
m;comercio;variedades;la candelaria;3;10;2018-05-29;2300000;microempresarial
f;comercio;variedades;aranjuez;2;4;2018-11-27;3000000;microempresarial
f;comercio;cerrajeria;san javier no.1;2;13;2016-05-31;6890000;microempresarial
m;comercio;tienda;belen;2;16;2019-04-05;8300000;microempresarial
f;comercio;comidas rapidas;buenos aires;2;9;2018-07-03;7000000;microempresarial
f;comercio;almacen de ropa en;barrio caicedo;3;9;2018-07-25;7000000;microempresarial
f;comercio;comidas rapidas;boston;3;10;2018-01-26;3000000;microempresarial
m;comercio;comidas rapidas;castilla;3;5;2017-03-15;7377000;microempresarial
f;comercio;comidas rapidas;popular;2;1;2017-06-30;5000000;microempresarial
f;comercio;miscelanea;el salvador;2;9;2017-09-26;4400000;microempresarial
f;comercio;papeleria;buenos aires;3;9;2018-07-25;4500000;microempresarial
f;comercio;almacen de ropa en;barrio caicedo;2;9;2017-06-06;7300000;microempresarial
f;servicio;peluqueria;granizal;2;1;2017-03-28;7377000;microempresarial
m;servicio;mantenimiento en;barrio caicedo;1;9;2018-11-02;7800000;microempresarial
f;industria;fabrica de;barrio caicedo;2;9;2018-10-25;5000000;microempresarial
f;industria;fabrica de;playon de los ;2;2;2018-11-26;6000000;microempresarial
f;comercio;comidas rapidas;el socorro;1;13;2018-11-15;5000000;credioportuno
m;comercio;ebanistaria;pedregal;3;6;2017-06-02;6000000;microempresarial
m;agropecuaria;variedades;la floresta;2;12;2016-09-06;68900000;microempresarial
m;industria;fabrica de;popular;1;1;2018-11-21;7800000;microempresarial
f;comercio;drogueria;buenos aires;3;9;2016-04-21;6000000;microempresarial
f;comercio;variedades;francisco antonio zea;3;5;2018-04-10;7000000;microempresarial
f;industria;fabrica de;buenos aires;2;9;2018-03-13;2500000;microempresarial
m;servicio;fabrica de juegos;cabecera san cristobal;2;60;2017-03-09;7377000;microempresarial
m;comercio;comidas rapidas;calasanz;1;12;2016-02-04;6800000;microempresarial
m;servicio;reciclaje;florencia;3;5;2017-05-11;15000000;juridica y cap.semilla
